"","subject","trial","offer1","offer2","ev1","ev2","ev3","ev4","teacher.ch","teacher.reveal","student.ch","student.follow","reward","PEcard","PEteacher","Qcard1","Qcard2","Qcard3","Qcard4","Qteacher.opp","Qteacher.follow","Rcard","Rteacher"
"V2741",2,274,4,2,0.34263,0.38354,0.63277,0.71504,4,0,4,1,1,0.0835125355172196,0.835320717808362,0.28843387997658,0.237333018829002,0.863493660228517,0.91648746448278,0.0655703673829676,0.164679282191638,0.52019434753435,0.528908412085937
"V2751",2,275,1,2,0.35303,0.38444,0.68198,0.73451,2,1,1,0,1,0.71156612002342,0.934429632617032,0.28843387997658,0.237333018829002,0.863493660228517,0.95168174044993,0.0655703673829676,0.164679282191638,0.690969919969867,0.528908412085937
"V2761",2,276,4,1,0.35276,0.42958,0.68185,0.74394,4,0,4,1,0,-0.95168174044993,-0.164679282191638,0.608977832529204,0.237333018829002,0.863493660228517,0.95168174044993,0.617599523986678,0.164679282191638,0.517504069275505,0.329241003212924
"V2771",2,277,3,2,0.34586,0.43418,0.65796,0.77844,3,1,3,1,1,0.136506339771483,0.835320717808362,0.608977832529204,0.237333018829002,0.863493660228517,0.550619198175833,0.617599523986678,0.164679282191638,0.315316668566979,0.329241003212924
"V2781",2,278,4,1,0.36893,0.45471,0.67509,0.79427,4,1,4,1,0,-0.550619198175833,-0.658158272208153,0.608977832529204,0.237333018829002,0.927081171217183,0.550619198175833,0.617599523986678,0.658158272208153,0.551543934555959,0.258326014013046
"V2791",2,279,2,4,0.38246,0.43866,0.65352,0.73822,4,0,2,0,0,-0.237333018829002,-0.617599523986678,0.608977832529204,0.237333018829002,0.927081171217183,0.294129247795587,0.617599523986678,0.269340812619169,0.507518523243181,0.294315646984117
"V2801",2,280,4,3,0.39742,0.43428,0.64192,0.75269,4,1,3,0,1,0.0729188287828165,0.382400476013322,0.608977832529204,0.137314935207744,0.927081171217183,0.294129247795587,0.617599523986678,0.269340812619169,0.617470278888568,0.294315646984117
"V2811",2,281,3,1,0.48053,0.39177,0.5965,0.73611,3,0,3,1,1,0.0400705959400516,0.730659187380831,0.608977832529204,0.137314935207744,0.959929404059948,0.294129247795587,0.843508682782595,0.269340812619169,0.750891666009382,0.433629167187068
"V2821",2,282,3,2,0.47331,0.35664,0.54699,0.69805,3,0,2,0,0,-0.137314935207744,-0.843508682782595,0.608977832529204,0.137314935207744,0.976816157682601,0.294129247795587,0.843508682782595,0.269340812619169,0.840972815162565,0.433629167187068
"V2831",2,283,1,2,0.50253,0.32682,0.52869,0.6649,1,1,1,1,0,-0.608977832529204,-0.269340812619169,0.608977832529204,0.0794469792873285,0.976816157682601,0.294129247795587,0.843508682782595,0.269340812619169,0.850329328563366,0.433629167187068
"V2841",2,284,1,2,0.53443,0.30002,0.51694,0.60712,1,1,2,0,0,-0.0794469792873285,-0.843508682782595,0.325303208459512,0.0794469792873285,0.976816157682601,0.294129247795587,0.843508682782595,0.110223446860227,0.652398958328035,0.561629047981677
"V2851",2,285,3,1,0.54459,0.28764,0.51598,0.67852,1,1,3,0,0,-0.976816157682601,-0.345192522324078,0.325303208459512,0.0436579667943101,0.976816157682601,0.294129247795587,0.345192522324078,0.110223446860227,0.767955251248977,0.38704204425257
"V2861",2,286,4,1,0.52058,0.32904,0.51316,0.72041,4,1,1,0,1,0.674696791540488,0.858735446474153,0.325303208459512,0.0436579667943101,0.536783245364427,0.294129247795587,0.141264553525847,0.110223446860227,0.447009067087903,0.502430864334621
"V2871",2,287,1,2,0.50184,0.38901,0.47496,0.74834,1,1,1,1,1,0.370761612153583,0.889776553139773,0.629238387846417,0.0436579667943101,0.536783245364427,0.294129247795587,0.648576166638101,0.110223446860227,0.394562060599207,0.346792573294561
"V2881",2,288,4,1,0.52013,0.37691,0.4877,0.8,4,1,1,0,1,0.198053090875681,0.351423833361899,0.801946909124319,0.0436579667943101,0.536783245364427,0.294129247795587,0.648576166638101,0.635873087079644,0.495691710367821,0.244847254893659
"V2891",2,289,4,2,0.5206,0.40567,0.50788,0.76831,4,1,4,1,1,0.705870752204413,0.364126912920356,0.891165210527519,0.0436579667943101,0.536783245364427,0.294129247795587,0.856185381467785,0.635873087079644,0.62766702016307,0.418827152760262
"V2901",2,290,1,2,0.49347,0.41857,0.47486,0.75377,1,1,2,0,0,-0.0436579667943101,-0.856185381467785,0.891165210527519,0.0436579667943101,0.536783245364427,0.622938622418883,0.856185381467785,0.850986848051861,0.483934763485152,0.512359293726055
"V2911",2,291,1,3,0.49336,0.38988,0.50317,0.76035,3,1,1,0,1,0.108834789472481,0.649619740213105,0.891165210527519,0.0239910702925503,0.536783245364427,0.622938622418883,0.350380259786895,0.850986848051861,0.687510395912104,0.353541425883854
"V2921",2,292,3,1,0.47935,0.39098,0.49005,0.76243,1,0,1,1,0,-0.940192746565341,-0.850986848051861,0.940192746565341,0.0239910702925503,0.536783245364427,0.622938622418883,0.734153445894676,0.850986848051861,0.775271868563981,0.352179176763988
"V2931",2,293,3,4,0.5225,0.33679,0.44522,0.75822,4,1,4,1,1,0.377061377581117,0.149013151948139,0.543971954321403,0.0239910702925503,0.536783245364427,0.622938622418883,0.734153445894676,0.850986848051861,0.466954933496024,0.352179176763988
"V2941",2,294,1,4,0.5382,0.33325,0.45874,0.75375,4,1,1,0,1,0.456028045678597,0.265846554105324,0.543971954321403,0.0239910702925503,0.536783245364427,0.798581706326037,0.734153445894676,0.939018735870326,0.53417337012073,0.567131599494305
"V2951",2,295,4,1,0.51084,0.32881,0.48242,0.77247,4,0,1,0,0,-0.749401960224235,-0.891206522901397,0.749401960224235,0.0239910702925503,0.536783245364427,0.798581706326037,0.891206522901397,0.939018735870326,0.538395898230259,0.639106736604678
"V2961",2,296,2,3,0.51642,0.30785,0.49061,0.76785,3,1,3,1,1,0.463216754635573,0.0609812641296743,0.433585188106039,0.0239910702925503,0.536783245364427,0.798581706326037,0.891206522901397,0.939018735870326,0.414374455713815,0.639106736604678
"V2971",2,297,1,4,0.49863,0.29247,0.5452,0.8,4,1,1,0,0,-0.433585188106039,-0.891206522901397,0.433585188106039,0.0239910702925503,0.752559307669171,0.798581706326037,0.891206522901397,0.975044386846153,0.467124378005406,0.768348555764349
"V2981",2,298,2,3,0.5141,0.32488,0.5513,0.76986,3,1,3,1,1,0.247440692330829,0.0249556131538465,0.238265166462501,0.0239910702925503,0.752559307669171,0.798581706326037,0.364712105318416,0.975044386846153,0.509911850104992,0.48412485544065
"V2991",2,299,2,4,0.49298,0.27065,0.54298,0.78724,4,0,4,1,1,0.201418293673963,0.0102126880571074,0.238265166462501,0.0239910702925503,0.867822362623025,0.798581706326037,0.364712105318416,0.989787311942893,0.614476518763968,0.69567802255372
"V3001",2,300,1,2,0.47724,0.2575,0.55107,0.77298,1,1,1,1,1,0.761734833537499,0.0102126880571074,0.238265166462501,0.0239910702925503,0.867822362623025,0.883464424453212,0.364712105318416,0.989787311942893,0.693813422307393,0.69567802255372
"V1102",3,1,3,4,0.59,0.73,0.63,0.64,3,1,3,1,1,1,1,0,0,0,0,0,0,0,1
"V2102",3,2,2,1,0.60855,0.69477,0.65914,0.57178,2,0,2,1,1,1,0.571589916166916,0,0,0.420809493249464,0,0,0.428410083833084,0,0.447393927180872
"V312",3,3,4,3,0.59986,0.70981,0.66394,0.58403,3,1,4,0,1,1,1,0,0.507126532898343,0.420809493249464,0,0,0.428410083833084,0,0.447393927180872
"V412",3,4,4,2,0.57414,0.68167,0.66388,0.57426,2,1,4,0,0,-0.307793964411315,-0.428410083833084,0,0.507126532898343,0.420809493249464,0.307793964411315,0.428410083833084,0.428410083833084,0,0.200161326078324
"V512",3,5,4,3,0.54503,0.66103,0.66765,0.52334,3,1,3,1,1,0.579190506750536,0.571589916166916,0,0.507126532898343,0.420809493249464,0.213056839883281,0.244874883903214,0.428410083833084,0.382517258908361,0.405415020579926
"V612",3,6,2,4,0.50689,0.68721,0.66839,0.58495,2,1,2,1,0,-0.507126532898343,-0.673284967736299,0,0.507126532898343,0.664538356890058,0.213056839883281,0.244874883903214,0.673284967736299,0.403677780147068,0.418122232178481
"V712",3,7,1,2,0.51806,0.70422,0.64912,0.62316,2,1,2,1,0,-0.293722873576033,-0.384842898264835,0,0.293722873576033,0.664538356890058,0.213056839883281,0.244874883903214,0.384842898264835,0.452967858427448,0.367610058406182
"V812",3,8,3,2,0.51453,0.66169,0.6088,0.60968,2,0,3,0,1,0.335461643109942,0.755125116096786,0,0.170121499990726,0.664538356890058,0.213056839883281,0.244874883903214,0.21997231995663,0.592948098223692,0.504406057858198
"V912",3,9,2,3,0.52168,0.60452,0.58948,0.5992,3,1,3,1,0,-0.834659856880784,-0.21997231995663,0,0.170121499990726,0.834659856880784,0.213056839883281,0.244874883903214,0.21997231995663,0.632509309917418,0.504406057858198
"V1012",3,10,3,1,0.5375,0.5986,0.55133,0.60165,3,1,3,1,1,0.516572934528889,0.874266040076948,0,0.170121499990726,0.483427065471111,0.213056839883281,0.244874883903214,0.125733959923052,0.37434879131088,0.656716240077983
"V1112",3,11,4,3,0.59168,0.59034,0.55323,0.62418,4,0,3,0,1,0.299194139723399,0.755125116096786,0,0.170121499990726,0.700805860276601,0.213056839883281,0.244874883903214,0.500278347444836,0.434626108024453,0.363292207505021
"V1212",3,12,1,3,0.5644,0.52893,0.5739,0.61034,3,1,3,1,1,0.147464852981969,0.499721652555164,0,0.170121499990726,0.852535147018031,0.213056839883281,0.244874883903214,0.500278347444836,0.581718655580481,0.363292207505021
"V1312",3,13,1,2,0.61124,0.50395,0.57059,0.57205,1,1,2,0,0,-0.170121499990726,-0.244874883903214,0,0.170121499990726,0.91458975707348,0.213056839883281,0.244874883903214,0.714364142509201,0.73137349336844,0.438991580327814
"V1412",3,14,2,1,0.59515,0.50663,0.55866,0.60242,1,1,2,0,1,0.882240870923019,0.860031985638379,0,0.117759129076981,0.91458975707348,0.213056839883281,0.139968014361621,0.714364142509201,0.785807958241253,0.613688892015531
"V1512",3,15,4,2,0.59646,0.49114,0.58417,0.55222,4,0,2,0,1,0.610692455695931,0.491585610571907,0,0.389307544304068,0.91458975707348,0.213056839883281,0.508414389428093,0.714364142509201,0.416640118305369,0.351907858202773
"V1612",3,16,3,2,0.59755,0.50503,0.60024,0.56968,3,0,2,0,1,0.300994107971679,0.491585610571907,0,0.699005892028321,0.91458975707348,0.213056839883281,0.508414389428093,0.714364142509201,0.401535971926472,0.351907858202773
"V1712",3,17,1,2,0.59434,0.52875,0.59991,0.52079,1,1,2,0,1,0.148352009573172,0.491585610571907,0,0.851647990426828,0.91458975707348,0.213056839883281,0.508414389428093,0.714364142509201,0.565919656255774,0.351907858202773
"V1812",3,18,2,4,0.59156,0.509,0.5763,0.5114,2,0,2,1,1,0.10269015641826,0.285635857490799,0,0.89730984358174,0.91458975707348,0.213056839883281,0.719014622064342,0.714364142509201,0.723814868895192,0.438394317793742
"V1912",3,19,2,3,0.57219,0.50398,0.60982,0.54186,3,1,3,1,1,0.0854102429265199,0.285635857490799,0,0.949386746568921,0.91458975707348,0.213056839883281,0.719014622064342,0.714364142509201,0.819689245510579,0.438394317793742
"V2012",3,20,4,3,0.61166,0.48795,0.61674,0.59116,3,1,3,1,1,0.0494688018822974,0.163266575837431,0,0.949386746568921,0.950531198117703,0.213056839883281,0.719014622064342,0.836733424162569,0.87213184451388,0.590896918846335
"V2112",3,21,1,4,0.626,0.46267,0.63552,0.61515,1,0,4,0,1,0.786943160116719,0.280985377935658,0,0.949386746568921,0.97134813956945,0.213056839883281,0.719014622064342,0.906678471604224,0.915455803420447,0.726747664604718
"V2212",3,22,2,3,0.6168,0.44465,0.64472,0.634,3,1,3,1,0,-0.97134813956945,-0.906678471604224,0,0.949386746568921,0.97134813956945,0.612136596261338,0.719014622064342,0.906678471604224,0.527305870627948,0.726747664604718
"V2312",3,23,2,1,0.62828,0.40493,0.63783,0.59901,1,0,1,1,1,1,0.481751728425395,0,0.949386746568921,0.56259562118842,0.612136596261338,0.719014622064342,0.518248271574605,0.251746636357254,0.376712535053301
"V2412",3,24,1,4,0.59664,0.42385,0.6338,0.60168,4,1,4,1,1,0.387863403738662,0.481751728425395,0.507126532898343,0.949386746568921,0.56259562118842,0.612136596261338,0.719014622064342,0.518248271574605,0.112629916294447,0.376712535053301
"V2512",3,25,1,3,0.58137,0.4501,0.61148,0.55569,3,1,3,1,0,-0.56259562118842,-0.724635569936062,0.507126532898343,0.949386746568921,0.56259562118842,0.775353198638617,0.719014622064342,0.724635569936062,0.388660341057872,0.454926042575902
"V2612",3,26,1,4,0.59153,0.46205,0.61056,0.61173,4,1,4,1,0,-0.775353198638617,-0.414194384671319,0.507126532898343,0.949386746568921,0.325850042931753,0.775353198638617,0.719014622064342,0.414194384671319,0.415596592334296,0.355699205056595
"V2712",3,27,3,1,0.59209,0.45165,0.61382,0.60044,3,0,1,0,1,0.492873467101657,0.280985377935658,0.507126532898343,0.949386746568921,0.325850042931753,0.449077212030149,0.719014622064342,0.236749333611086,0.310076578239121,0.48285740476756
"V2812",3,28,4,2,0.62092,0.4144,0.58598,0.5985,4,1,2,0,0,-0.949386746568921,-0.719014622064342,0.757075745427192,0.949386746568921,0.325850042931753,0.449077212030149,0.719014622064342,0.236749333611086,0.418967579832541,0.48285740476756
"V2912",3,29,2,4,0.60553,0.40904,0.58579,0.6322,4,0,2,0,0,-0.657171236082912,-0.410981507548544,0.757075745427192,0.657171236082912,0.325850042931753,0.449077212030149,0.410981507548544,0.236749333611086,0.215412742113894,0.371301696807945
"V302",3,30,4,2,0.62351,0.3783,0.56046,0.62338,4,1,4,1,1,0.550922787969851,0.763250666388914,0.757075745427192,0.323902265607667,0.325850042931753,0.449077212030149,0.410981507548544,0.236749333611086,0.285823609536793,0.371301696807945
"V313",3,31,3,2,0.67525,0.35958,0.54781,0.6112,3,1,3,1,0,-0.325850042931753,-0.563733615584418,0.757075745427192,0.323902265607667,0.325850042931753,0.680910751255324,0.410981507548544,0.563733615584418,0.376038541684222,0.296947243793196
"V322",3,32,1,4,0.66982,0.29948,0.56741,0.58426,1,1,4,0,1,0.319089248744676,0.589018492451456,0.757075745427192,0.323902265607667,0.188729251490326,0.680910751255324,0.410981507548544,0.32222445007237,0.540776720202139,0.373935846961068
"V332",3,33,3,1,0.69644,0.32876,0.52133,0.61598,1,0,1,1,1,0.242924254572808,0.67777554992763,0.757075745427192,0.323902265607667,0.188729251490326,0.779124496127476,0.663322969278909,0.32222445007237,0.618215636770754,0.394407503973303
"V342",3,34,1,4,0.66794,0.29555,0.51182,0.59208,1,0,4,0,1,0.220875503872524,0.336677030721091,0.880269080405614,0.323902265607667,0.188729251490326,0.779124496127476,0.663322969278909,0.32222445007237,0.694950576086625,0.394407503973303
"V352",3,35,3,4,0.62313,0.3102,0.53021,0.60231,4,0,3,0,1,0.811270748509674,0.336677030721091,0.880269080405614,0.323902265607667,0.188729251490326,0.891136324608524,0.663322969278909,0.32222445007237,0.741465595474191,0.394407503973303
"V362",3,36,4,1,0.61142,0.33093,0.53967,0.5842,1,1,4,0,1,0.108863675391476,0.336677030721091,0.880269080405614,0.323902265607667,0.60014617342388,0.891136324608524,0.663322969278909,0.32222445007237,0.436020135120865,0.394407503973303
"V372",3,37,2,1,0.62674,0.30782,0.50651,0.58535,1,1,1,1,0,-0.880269080405614,-0.32222445007237,0.880269080405614,0.323902265607667,0.60014617342388,0.924643906837653,0.807558804234806,0.32222445007237,0.687520105270046,0.543011823176163
"V382",3,38,1,3,0.63389,0.27569,0.5483,0.57603,1,1,3,0,0,-0.60014617342388,-0.807558804234806,0.509843494756956,0.323902265607667,0.60014617342388,0.924643906837653,0.807558804234806,0.184180246403796,0.373756353184649,0.617483076974761
"V392",3,39,3,1,0.65477,0.27343,0.49715,0.53205,1,1,1,1,1,0.490156505243044,0.815819753596204,0.509843494756956,0.323902265607667,0.415424803479464,0.924643906837653,0.461592469212427,0.184180246403796,0.388177975466011,0.382602352215888
"V402",3,40,4,3,0.68273,0.24817,0.55616,0.53199,4,0,3,0,0,-0.415424803479464,-0.461592469212427,0.71610600534121,0.323902265607667,0.415424803479464,0.924643906837653,0.461592469212427,0.533685655434632,0.45541108027888,0.272953091562567
"V413",3,41,2,1,0.70691,0.23914,0.53713,0.5599,1,0,2,0,1,0.676097734392333,0.538407530787573,0.71610600534121,0.323902265607667,0.204751863210948,0.924643906837653,0.461592469212427,0.533685655434632,0.526787955304335,0.272953091562567
"V422",3,42,3,1,0.68576,0.2,0.49724,0.58315,1,1,1,1,1,0.28389399465879,0.466314344565368,0.71610600534121,0.666769365550475,0.204751863210948,0.924643906837653,0.461592469212427,0.533685655434632,0.414672091089859,0.272953091562567
"V432",3,43,2,3,0.67643,0.21234,0.50894,0.56068,3,0,3,1,1,0.795248136789052,0.266540577117549,0.835571293370141,0.666769365550475,0.204751863210948,0.924643906837653,0.461592469212427,0.733459422882451,0.581246302658796,0.417035489739971
"V442",3,44,1,2,0.6791,0.23147,0.50577,0.56611,1,0,1,1,1,0.164428706629859,0.266540577117549,0.835571293370141,0.666769365550475,0.608043293614647,0.924643906837653,0.461592469212427,0.733459422882451,0.373193189037281,0.417035489739971
"V452",3,45,3,2,0.67626,0.25434,0.47932,0.59064,3,0,2,0,1,0.333230634449525,0.538407530787573,0.9189574532723,0.666769365550475,0.608043293614647,0.924643906837653,0.461592469212427,0.733459422882451,0.628706137430216,0.417035489739971
"V462",3,46,3,1,0.65117,0.23634,0.48081,0.57024,1,1,1,1,1,0.0810425467276997,0.266540577117549,0.9189574532723,0.835759461854378,0.608043293614647,0.924643906837653,0.461592469212427,0.733459422882451,0.649740108440571,0.417035489739971
"V472",3,47,3,2,0.66235,0.25642,0.51998,0.59656,3,0,3,1,0,-0.608043293614647,-0.847648093870299,0.95306092629243,0.835759461854378,0.608043293614647,0.924643906837653,0.461592469212427,0.847648093870299,0.798511248102826,0.59189327677982
"V482",3,48,1,4,0.6812,0.27087,0.52955,0.60031,1,0,4,0,0,-0.924643906837653,-0.461592469212427,0.95306092629243,0.835759461854378,0.299688406271762,0.924643906837653,0.461592469212427,0.847648093870299,0.573846739417553,0.59189327677982
"V492",3,49,1,2,0.70072,0.25684,0.53245,0.65109,1,1,1,1,0,-0.95306092629243,-0.847648093870299,0.95306092629243,0.835759461854378,0.299688406271762,0.455732448197496,0.461592469212427,0.847648093870299,0.298377781053395,0.59189327677982
"V502",3,50,4,1,0.71748,0.26541,0.53703,0.69591,1,1,4,0,0,-0.455732448197496,-0.461592469212427,0.552003840863447,0.835759461854378,0.299688406271762,0.455732448197496,0.461592469212427,0.48450710291437,0.159431224432301,0.349000046103321
"V513",3,51,3,4,0.6572,0.26841,0.52474,0.67161,4,0,4,1,0,-0.315460751255914,-0.48450710291437,0.552003840863447,0.835759461854378,0.299688406271762,0.315460751255914,0.263841600780411,0.48450710291437,0.372094115978485,0.453667772377234
"V522",3,52,2,1,0.62186,0.26389,0.51977,0.6605,1,1,2,0,0,-0.835759461854378,-0.263841600780411,0.552003840863447,0.835759461854378,0.299688406271762,0.155482234205996,0.263841600780411,0.48450710291437,0.544753193767535,0.453667772377234
"V532",3,53,1,4,0.63145,0.25089,0.51782,0.6843,4,1,4,1,1,0.844517765794004,0.51549289708563,0.552003840863447,0.578517743795952,0.299688406271762,0.155482234205996,0.15080919847142,0.48450710291437,0.334479589486332,0.609773808284802
"V542",3,54,3,1,0.60271,0.26098,0.50662,0.67866,1,1,1,1,0,-0.552003840863447,-0.705349458170184,0.552003840863447,0.578517743795952,0.299688406271762,0.510863327269941,0.15080919847142,0.705349458170184,0.235564563939855,0.540550666175057
"V552",3,55,2,4,0.61449,0.26862,0.5144,0.69237,4,1,4,1,1,0.489136672730059,0.596829362336125,0.319715384317942,0.578517743795952,0.299688406271762,0.510863327269941,0.15080919847142,0.403170637663875,0.352955553504205,0.404664764154898
"V562",3,56,3,4,0.62758,0.29197,0.50699,0.70846,4,0,4,1,1,0.283303317348794,0.341141645183659,0.319715384317942,0.578517743795952,0.299688406271762,0.716696682651206,0.15080919847142,0.658858354816341,0.440216348232499,0.403839100782399
"V572",3,57,1,2,0.66966,0.27339,0.51061,0.71944,1,0,1,1,0,-0.319715384317942,-0.658858354816341,0.319715384317942,0.578517743795952,0.299688406271762,0.860367311736899,0.15080919847142,0.658858354816341,0.59300106004734,0.403839100782399
"V582",3,58,1,2,0.71685,0.24231,0.54461,0.72435,1,0,2,0,0,-0.578517743795952,-0.15080919847142,0.157579229954523,0.578517743795952,0.299688406271762,0.860367311736899,0.15080919847142,0.658858354816341,0.641234482948331,0.403839100782399
"V592",3,59,1,2,0.70001,0.22314,0.52952,0.69492,1,0,2,0,0,-0.285136046164539,-0.15080919847142,0.157579229954523,0.285136046164539,0.299688406271762,0.860367311736899,0.15080919847142,0.658858354816341,0.519798067933915,0.403839100782399
"V602",3,60,1,4,0.69174,0.20632,0.56946,0.72473,4,0,1,0,0,-0.157579229954523,-0.15080919847142,0.157579229954523,0.140535991668774,0.299688406271762,0.860367311736899,0.15080919847142,0.658858354816341,0.627592661082952,0.403839100782399
"V613",3,61,1,4,0.69175,0.21145,0.58083,0.75133,4,0,4,1,0,-0.860367311736899,-0.658858354816341,0.0776666214108951,0.140535991668774,0.299688406271762,0.860367311736899,0.15080919847142,0.658858354816341,0.746307978707893,0.403839100782399
"V622",3,62,1,2,0.71231,0.2,0.54793,0.73827,1,0,1,1,0,-0.0776666214108951,-0.658858354816341,0.0776666214108951,0.140535991668774,0.299688406271762,0.424052219916698,0.15080919847142,0.658858354816341,0.411055528978793,0.403839100782399
"V632",3,63,2,1,0.73454,0.22608,0.52928,0.74656,1,0,1,1,1,0.96172018302714,0.341141645183659,0.0382798169728597,0.140535991668774,0.299688406271762,0.424052219916698,0.15080919847142,0.658858354816341,0.693590773571356,0.403839100782399
"V642",3,64,2,1,0.72718,0.23513,0.55995,0.73579,1,0,1,1,1,0.474006360990227,0.341141645183659,0.525993639009773,0.140535991668774,0.299688406271762,0.424052219916698,0.15080919847142,0.658858354816341,0.331461959370115,0.403839100782399
"V652",3,65,1,2,0.77817,0.22204,0.54814,0.7547,1,1,1,1,1,0.233625158569493,0.341141645183659,0.766374841430507,0.140535991668774,0.299688406271762,0.424052219916698,0.15080919847142,0.658858354816341,0.438961346894695,0.403839100782399
"V662",3,66,2,4,0.76459,0.2,0.53477,0.78407,4,1,4,1,0,-0.424052219916698,-0.805006875628429,0.864686526018461,0.140535991668774,0.299688406271762,0.424052219916698,0.15080919847142,0.805006875628429,0.619892032298117,0.544764289247359
"V672",3,67,3,2,0.7619,0.2,0.54964,0.76729,3,1,2,0,0,-0.140535991668774,-0.15080919847142,0.864686526018461,0.140535991668774,0.299688406271762,0.245607020142242,0.15080919847142,0.460133812554244,0.595608171658715,0.351478619439978
"V682",3,68,2,3,0.79957,0.2,0.58321,0.8,3,1,2,0,0,-0.0972798616505668,-0.0862010171114786,0.864686526018461,0.0972798616505668,0.299688406271762,0.245607020142242,0.0862010171114786,0.460133812554244,0.741416509352716,0.626517393778199
"V692",3,69,3,4,0.73978,0.2,0.58569,0.8,4,0,4,1,1,0.754392979857758,0.539866187445756,0.864686526018461,0.0673377073757546,0.299688406271762,0.245607020142242,0.0492716321442529,0.460133812554244,0.830553874304066,0.785270944529693
"V702",3,70,3,1,0.74956,0.20346,0.55872,0.8,1,1,3,0,1,0.700311593728238,0.950728367855747,0.864686526018461,0.0673377073757546,0.299688406271762,0.628179716460356,0.0492716321442529,0.460133812554244,0.507308690417797,0.785270944529693
"V713",3,71,2,3,0.76764,0.24754,0.54518,0.78581,3,0,2,0,0,-0.0673377073757546,-0.456573251919825,0.864686526018461,0.0673377073757546,0.515240088028583,0.628179716460356,0.456573251919825,0.460133812554244,0.392576460558265,0.378553254914796
"V722",3,72,2,3,0.78366,0.23034,0.56055,0.78864,3,1,3,1,1,0.484759911971417,0.539866187445756,0.864686526018461,0.033188969300965,0.515240088028583,0.628179716460356,0.456573251919825,0.460133812554244,0.691031171201497,0.378553254914796
"V732",3,73,1,3,0.75914,0.22687,0.57047,0.76987,1,0,3,0,0,-0.71923166093293,-0.456573251919825,0.864686526018461,0.033188969300965,0.71923166093293,0.628179716460356,0.456573251919825,0.691417931176528,0.593887951092692,0.423635166490326
"V742",3,74,1,4,0.75787,0.2,0.56401,0.73595,1,1,1,1,0,-0.864686526018461,-0.691417931176528,0.864686526018461,0.033188969300965,0.354490202373297,0.628179716460356,0.456573251919825,0.691417931176528,0.420856151968564,0.423635166490326
"V752",3,75,3,1,0.77618,0.2,0.59619,0.71397,1,0,1,1,1,0.499181772815007,0.604792482682506,0.500818227184993,0.033188969300965,0.354490202373297,0.628179716460356,0.456573251919825,0.395207517317494,0.263063534063897,0.36005612602297
"V762",3,76,3,1,0.8,0.2,0.57751,0.69525,1,1,1,1,1,0.246033451081284,0.604792482682506,0.753966548918716,0.033188969300965,0.354490202373297,0.628179716460356,0.456573251919825,0.395207517317494,0.394448221323863,0.36005612602297
"V772",3,77,4,2,0.7824,0.2,0.57445,0.63913,4,1,2,0,0,-0.033188969300965,-0.456573251919825,0.857499760790648,0.033188969300965,0.354490202373297,0.628179716460356,0.456573251919825,0.654306715525126,0.593120232442555,0.379480998320365
"V782",3,78,2,3,0.77048,0.2,0.6179,0.65761,3,0,2,0,0,-0.0229736048650956,-0.260972666788909,0.857499760790648,0.0229736048650956,0.354490202373297,0.628179716460356,0.260972666788909,0.654306715525126,0.799624036915713,0.470078415250521
"V792",3,79,2,3,0.74938,0.2,0.67849,0.68064,3,0,3,1,1,0.645509797626703,0.345693284474874,0.857499760790648,0.0113230802816831,0.354490202373297,0.628179716460356,0.260972666788909,0.654306715525126,0.897657657400073,0.470078415250521
"V802",3,80,3,2,0.77363,0.21982,0.65113,0.6613,3,0,2,0,0,-0.0113230802816831,-0.260972666788909,0.857499760790648,0.0113230802816831,0.681845347995638,0.628179716460356,0.260972666788909,0.654306715525126,0.597500023194566,0.470078415250521
"V813",3,81,3,2,0.77415,0.24204,0.63744,0.65924,3,0,3,1,1,0.318154652004362,0.345693284474874,0.857499760790648,0.00558084583670358,0.681845347995638,0.628179716460356,0.260972666788909,0.654306715525126,0.81366675176013,0.470078415250521
"V822",3,82,3,2,0.78524,0.2769,0.66942,0.64607,3,1,3,1,1,0.156809986407911,0.345693284474874,0.857499760790648,0.00558084583670358,0.843190013592089,0.628179716460356,0.260972666788909,0.654306715525126,0.740821443512329,0.470078415250521
"V832",3,83,4,3,0.78071,0.25974,0.6548,0.63886,3,0,3,1,0,-0.909177144508857,-0.802405204507541,0.857499760790648,0.00558084583670358,0.909177144508857,0.628179716460356,0.260972666788909,0.802405204507541,0.797390937004215,0.571884092767413
"V842",3,84,2,1,0.76741,0.23493,0.64936,0.60633,1,1,1,1,1,0.142500239209352,0.197594795492459,0.857499760790648,0.00558084583670358,0.448109291423665,0.628179716460356,0.260972666788909,0.802405204507541,0.406937124299931,0.571884092767413
"V852",3,85,1,2,0.78985,0.23181,0.63738,0.65108,1,1,1,1,0,-0.917465214240263,-0.887056807409446,0.917465214240263,0.00558084583670358,0.448109291423665,0.628179716460356,0.260972666788909,0.887056807409446,0.655920773410098,0.699271459028025
"V862",3,86,2,3,0.78084,0.25346,0.627,0.63768,3,1,3,1,1,0.551890708576335,0.492967273817543,0.531387142361807,0.00558084583670358,0.448109291423665,0.628179716460356,0.260972666788909,0.507032726182457,0.339064194565115,0.375262898329166
"V872",3,87,1,4,0.75456,0.28623,0.62445,0.58571,1,0,1,1,1,0.468612857638193,0.281775122714402,0.531387142361807,0.00558084583670358,0.68035014082876,0.628179716460356,0.260972666788909,0.718224877285598,0.3993231773003,0.448079705415226
